1,-1,479,294,40,149,0.598103,-1,-1,-1
1,-1,1493,235,36,140,0.91929,-1,-1,-1
1,-1,1737,597,88,250,0.934367,-1,-1,-1
1,-1,539,596,79,245,0.942541,-1,-1,-1
2,-1,479,291,42,152,0.596078,-1,-1,-1
2,-1,1492,235,38,140,0.916908,-1,-1,-1
2,-1,1736,597,90,249,0.931206,-1,-1,-1
2,-1,539,596,78,245,0.94067,-1,-1,-1
3,-1,481,294,49,151,0.663562,-1,-1,-1
3,-1,1492,235,39,140,0.91462,-1,-1,-1
3,-1,1737,598,91,247,0.928816,-1,-1,-1
3,-1,542,596,72,245,0.934111,-1,-1,-1
5,-1,480,294,41,149,0.612885,-1,-1,-1
5,-1,1491,236,40,139,0.900114,-1,-1,-1
5,-1,1727,594,100,249,0.927877,-1,-1,-1
5,-1,546,595,62,245,0.932716,-1,-1,-1
6,-1,479,293,38,150,0.613663,-1,-1,-1
6,-1,1490,237,41,137,0.892707,-1,-1,-1
6,-1,544,592,66,248,0.929419,-1,-1,-1
6,-1,1721,591,104,251,0.931028,-1,-1,-1
7,-1,477,291,38,152,0.524354,-1,-1,-1
7,-1,1490,238,40,135,0.903925,-1,-1,-1
7,-1,1715,588,107,253,0.914967,-1,-1,-1
7,-1,539,590,74,248,0.932136,-1,-1,-1
8,-1,477,290,38,153,0.650236,-1,-1,-1
8,-1,1491,238,41,134,0.900962,-1,-1,-1
8,-1,1709,587,110,254,0.922924,-1,-1,-1
8,-1,534,588,82,250,0.934665,-1,-1,-1
9,-1,475,289,44,156,0.502802,-1,-1,-1
9,-1,1492,240,43,132,0.897543,-1,-1,-1
9,-1,1708,585,108,255,0.934126,-1,-1,-1
9,-1,527,586,89,251,0.934972,-1,-1,-1
10,-1,1492,240,44,133,0.893858,-1,-1,-1
10,-1,1707,584,104,252,0.936474,-1,-1,-1
10,-1,521,585,98,247,0.938409,-1,-1,-1
11,-1,1493,241,42,132,0.884198,-1,-1,-1
11,-1,1706,583,101,248,0.928819,-1,-1,-1
11,-1,517,582,106,245,0.942462,-1,-1,-1
12,-1,474,288,55,150,0.599884,-1,-1,-1
12,-1,1493,241,42,135,0.872895,-1,-1,-1
12,-1,1704,581,99,244,0.932867,-1,-1,-1
12,-1,513,581,108,242,0.936675,-1,-1,-1
13,-1,476,288,52,148,0.65763,-1,-1,-1
13,-1,1493,241,41,137,0.885698,-1,-1,-1
13,-1,509,580,109,239,0.938645,-1,-1,-1
13,-1,1699,579,99,242,0.938981,-1,-1,-1
14,-1,1493,241,40,139,0.897439,-1,-1,-1
14,-1,502,581,111,232,0.937405,-1,-1,-1
14,-1,1692,577,101,243,0.939956,-1,-1,-1
15,-1,1493,242,41,138,0.901647,-1,-1,-1
15,-1,496,581,110,232,0.944892,-1,-1,-1
15,-1,1686,574,101,243,0.956715,-1,-1,-1
16,-1,1494,243,42,138,0.923315,-1,-1,-1
16,-1,493,582,104,231,0.946351,-1,-1,-1
16,-1,1681,572,101,244,0.955513,-1,-1,-1
17,-1,1494,244,43,140,0.93724,-1,-1,-1
17,-1,1677,569,99,246,0.952181,-1,-1,-1
17,-1,490,581,100,231,0.955623,-1,-1,-1
18,-1,1663,566,107,246,0.944323,-1,-1,-1
18,-1,1494,244,44,142,0.947057,-1,-1,-1
18,-1,488,581,100,232,0.958935,-1,-1,-1
19,-1,1648,564,115,245,0.946945,-1,-1,-1
19,-1,1494,244,46,143,0.950021,-1,-1,-1
19,-1,485,580,99,232,0.95511,-1,-1,-1
21,-1,1631,559,120,243,0.948039,-1,-1,-1
21,-1,479,578,100,230,0.95467,-1,-1,-1
21,-1,1492,246,48,143,0.955009,-1,-1,-1
22,-1,476,577,99,230,0.947193,-1,-1,-1
22,-1,1630,556,115,242,0.953423,-1,-1,-1
22,-1,1491,246,49,144,0.955058,-1,-1,-1
23,-1,472,576,100,229,0.950731,-1,-1,-1
23,-1,1629,553,110,244,0.954204,-1,-1,-1
23,-1,1491,247,50,144,0.955629,-1,-1,-1
24,-1,470,574,100,229,0.947542,-1,-1,-1
24,-1,1631,551,102,239,0.951888,-1,-1,-1
24,-1,1490,247,51,143,0.958038,-1,-1,-1
25,-1,469,572,98,229,0.947802,-1,-1,-1
25,-1,1630,549,96,233,0.952405,-1,-1,-1
25,-1,1488,248,53,142,0.955915,-1,-1,-1
26,-1,1485,248,55,143,0.938733,-1,-1,-1
26,-1,465,570,97,227,0.947954,-1,-1,-1
26,-1,1629,547,90,228,0.951632,-1,-1,-1
27,-1,1481,249,59,142,0.928874,-1,-1,-1
27,-1,1624,544,89,225,0.944316,-1,-1,-1
27,-1,461,568,93,226,0.946393,-1,-1,-1
28,-1,1477,250,61,141,0.929938,-1,-1,-1
28,-1,1608,542,98,222,0.944921,-1,-1,-1
28,-1,458,567,85,225,0.954145,-1,-1,-1
29,-1,1474,250,63,141,0.930784,-1,-1,-1
29,-1,1589,540,109,227,0.946369,-1,-1,-1
29,-1,453,566,80,226,0.946979,-1,-1,-1
30,-1,1474,251,61,141,0.943392,-1,-1,-1
30,-1,448,566,71,225,0.949257,-1,-1,-1
30,-1,1569,539,122,225,0.954303,-1,-1,-1
31,-1,443,565,75,223,0.947022,-1,-1,-1
31,-1,1474,252,59,142,0.949329,-1,-1,-1
31,-1,1553,536,132,226,0.949376,-1,-1,-1
32,-1,435,565,84,224,0.951145,-1,-1,-1
32,-1,1473,253,58,144,0.951558,-1,-1,-1
32,-1,1547,535,129,225,0.956262,-1,-1,-1
33,-1,416,564,103,221,0.948368,-1,-1,-1
33,-1,1472,253,57,146,0.951904,-1,-1,-1
33,-1,1541,532,131,226,0.956371,-1,-1,-1
34,-1,398,564,120,218,0.949122,-1,-1,-1
34,-1,1472,254,55,145,0.957313,-1,-1,-1
34,-1,1539,530,133,225,0.96423,-1,-1,-1
35,-1,386,564,132,215,0.950324,-1,-1,-1
35,-1,1473,255,52,145,0.957894,-1,-1,-1
35,-1,1538,529,132,222,0.965853,-1,-1,-1
4,-1,481,292,49,153,0.670904,-1,-1,-1
4,-1,1492,235,39,140,0.908083,-1,-1,-1
4,-1,1733,597,96,247,0.927272,-1,-1,-1
4,-1,544,596,67,244,0.939267,-1,-1,-1
37,-1,1470,256,53,145,0.953096,-1,-1,-1
37,-1,1533,526,131,222,0.95839,-1,-1,-1
37,-1,378,563,138,214,0.960281,-1,-1,-1
38,-1,1467,257,54,144,0.956198,-1,-1,-1
38,-1,378,563,136,216,0.9611,-1,-1,-1
38,-1,1534,522,118,222,0.962782,-1,-1,-1
39,-1,1465,258,55,145,0.955966,-1,-1,-1
39,-1,1534,521,104,214,0.959323,-1,-1,-1
39,-1,378,563,131,216,0.960806,-1,-1,-1
40,-1,1534,519,91,214,0.953937,-1,-1,-1
40,-1,1463,258,56,149,0.954508,-1,-1,-1
40,-1,379,563,123,218,0.962284,-1,-1,-1
41,-1,1534,517,85,216,0.952686,-1,-1,-1
41,-1,1462,260,55,149,0.954072,-1,-1,-1
41,-1,378,563,113,219,0.960302,-1,-1,-1
42,-1,1534,514,80,219,0.949891,-1,-1,-1
42,-1,1460,261,55,149,0.950771,-1,-1,-1
42,-1,374,563,105,220,0.961884,-1,-1,-1
43,-1,1529,513,80,220,0.929922,-1,-1,-1
43,-1,1460,262,55,148,0.947169,-1,-1,-1
43,-1,367,562,96,221,0.958453,-1,-1,-1
44,-1,1506,511,96,221,0.942613,-1,-1,-1
44,-1,361,562,88,221,0.958139,-1,-1,-1
44,-1,1459,263,55,149,0.958612,-1,-1,-1
45,-1,1492,509,103,222,0.950615,-1,-1,-1
45,-1,354,562,78,222,0.951013,-1,-1,-1
45,-1,1457,263,56,150,0.962692,-1,-1,-1
46,-1,1480,506,110,222,0.946826,-1,-1,-1
46,-1,349,561,71,222,0.951499,-1,-1,-1
46,-1,1457,264,55,151,0.963886,-1,-1,-1
47,-1,343,560,77,222,0.949652,-1,-1,-1
47,-1,1473,504,112,222,0.953678,-1,-1,-1
47,-1,1457,265,55,151,0.961207,-1,-1,-1
48,-1,1467,502,112,221,0.947626,-1,-1,-1
48,-1,334,560,86,222,0.95191,-1,-1,-1
48,-1,1456,266,55,151,0.959977,-1,-1,-1
49,-1,321,558,99,223,0.954648,-1,-1,-1
49,-1,1465,499,109,222,0.957633,-1,-1,-1
49,-1,1456,267,55,151,0.960159,-1,-1,-1
50,-1,1466,497,103,223,0.962411,-1,-1,-1
50,-1,1456,268,54,150,0.962849,-1,-1,-1
