1,-1,1042,167,37,126,0.94497,-1,-1,-1
1,-1,511,335,66,183,0.949388,-1,-1,-1
1,-1,1207,471,70,223,0.959607,-1,-1,-1
2,-1,1042,167,37,126,0.945716,-1,-1,-1
2,-1,511,335,66,183,0.949779,-1,-1,-1
2,-1,1207,471,70,224,0.957809,-1,-1,-1
3,-1,1042,167,37,126,0.942984,-1,-1,-1
3,-1,511,335,66,183,0.949071,-1,-1,-1
3,-1,1208,470,69,225,0.957677,-1,-1,-1
4,-1,1042,167,37,127,0.94313,-1,-1,-1
4,-1,512,335,62,184,0.943605,-1,-1,-1
4,-1,1208,468,68,227,0.950094,-1,-1,-1
5,-1,512,335,60,184,0.93798,-1,-1,-1
5,-1,1041,167,38,127,0.940313,-1,-1,-1
5,-1,1207,467,70,227,0.945874,-1,-1,-1
6,-1,1037,168,41,126,0.909283,-1,-1,-1
6,-1,511,337,61,182,0.923136,-1,-1,-1
6,-1,1206,466,70,229,0.947314,-1,-1,-1
7,-1,1032,168,45,127,0.891791,-1,-1,-1
7,-1,509,339,57,181,0.919438,-1,-1,-1
7,-1,1204,465,70,229,0.950807,-1,-1,-1
9,-1,1031,168,44,129,0.876611,-1,-1,-1
9,-1,509,344,54,181,0.905859,-1,-1,-1
9,-1,1202,462,69,231,0.956026,-1,-1,-1
10,-1,1032,169,42,129,0.870732,-1,-1,-1
10,-1,508,345,54,182,0.902608,-1,-1,-1
10,-1,1202,460,69,233,0.9565,-1,-1,-1
11,-1,1033,170,39,129,0.869056,-1,-1,-1
11,-1,508,346,54,184,0.911963,-1,-1,-1
11,-1,1201,459,69,233,0.955371,-1,-1,-1
12,-1,1033,171,36,128,0.836937,-1,-1,-1
12,-1,507,346,55,186,0.913547,-1,-1,-1
12,-1,1201,457,68,233,0.956002,-1,-1,-1
13,-1,1031,171,32,128,0.805095,-1,-1,-1
13,-1,507,347,54,185,0.915431,-1,-1,-1
13,-1,1200,455,69,232,0.954801,-1,-1,-1
14,-1,1032,172,30,128,0.851969,-1,-1,-1
14,-1,508,347,53,185,0.916906,-1,-1,-1
14,-1,1199,454,70,231,0.958138,-1,-1,-1
15,-1,1031,173,29,127,0.853729,-1,-1,-1
15,-1,509,348,50,184,0.92454,-1,-1,-1
15,-1,1200,453,68,228,0.956202,-1,-1,-1
16,-1,1021,174,39,124,0.82805,-1,-1,-1
16,-1,509,348,49,183,0.921291,-1,-1,-1
16,-1,1200,452,68,226,0.954253,-1,-1,-1
17,-1,1019,175,41,123,0.867629,-1,-1,-1
17,-1,508,349,50,182,0.921299,-1,-1,-1
17,-1,1200,449,68,225,0.950305,-1,-1,-1
18,-1,1016,175,44,123,0.881804,-1,-1,-1
18,-1,506,350,52,180,0.917562,-1,-1,-1
18,-1,1200,449,67,221,0.955397,-1,-1,-1
19,-1,1012,175,47,123,0.892318,-1,-1,-1
19,-1,504,351,54,179,0.907156,-1,-1,-1
19,-1,1200,446,67,218,0.953583,-1,-1,-1
20,-1,499,353,59,177,0.89297,-1,-1,-1
20,-1,1012,176,47,122,0.904508,-1,-1,-1
20,-1,1199,445,67,210,0.952887,-1,-1,-1
21,-1,493,353,64,179,0.892198,-1,-1,-1
21,-1,1012,176,46,123,0.909999,-1,-1,-1
21,-1,1198,443,67,206,0.955713,-1,-1,-1
22,-1,487,354,70,183,0.910918,-1,-1,-1
22,-1,1012,176,44,124,0.913751,-1,-1,-1
22,-1,1196,440,68,207,0.956101,-1,-1,-1
23,-1,1013,177,43,124,0.908545,-1,-1,-1
23,-1,483,355,74,186,0.931625,-1,-1,-1
23,-1,1194,438,69,209,0.954331,-1,-1,-1
25,-1,1018,177,38,129,0.932434,-1,-1,-1
25,-1,1185,432,75,214,0.944623,-1,-1,-1
25,-1,489,358,66,190,0.94797,-1,-1,-1
26,-1,1017,177,37,131,0.939328,-1,-1,-1
26,-1,487,359,69,191,0.949372,-1,-1,-1
26,-1,1183,430,75,215,0.9538,-1,-1,-1
27,-1,1016,178,36,131,0.948935,-1,-1,-1
27,-1,484,360,70,194,0.949731,-1,-1,-1
27,-1,1182,429,74,214,0.956082,-1,-1,-1
28,-1,1014,179,37,130,0.95272,-1,-1,-1
28,-1,481,360,70,195,0.953536,-1,-1,-1
28,-1,1180,428,73,213,0.958412,-1,-1,-1
29,-1,1012,179,38,129,0.949398,-1,-1,-1
29,-1,479,362,68,194,0.953458,-1,-1,-1
29,-1,1181,426,71,213,0.957048,-1,-1,-1
30,-1,1182,424,67,212,0.952793,-1,-1,-1
30,-1,1009,179,40,131,0.954034,-1,-1,-1
30,-1,477,363,65,195,0.955226,-1,-1,-1
31,-1,1181,422,66,209,0.950828,-1,-1,-1
31,-1,1008,179,40,131,0.954222,-1,-1,-1
31,-1,474,364,64,194,0.956593,-1,-1,-1
32,-1,1007,180,40,131,0.948659,-1,-1,-1
32,-1,1182,420,64,210,0.951108,-1,-1,-1
32,-1,471,365,62,193,0.956233,-1,-1,-1
33,-1,1006,180,40,133,0.94266,-1,-1,-1
33,-1,1183,418,61,213,0.95082,-1,-1,-1
33,-1,469,366,62,192,0.953135,-1,-1,-1
