2719,-1,1207,184,57,202,0.906794,-1,-1,-1
2719,-1,1082,155,42,133,0.937456,-1,-1,-1
2719,-1,850,457,303,564,0.960773,-1,-1,-1
1,-1,944,197,47,206,0.925047,-1,-1,-1
1,-1,1025,157,34,140,0.925833,-1,-1,-1
1,-1,804,387,97,432,0.938219,-1,-1,-1
2,-1,1026,157,33,140,0.921939,-1,-1,-1
2,-1,945,197,46,206,0.92244,-1,-1,-1
2,-1,804,387,98,431,0.939686,-1,-1,-1
3,-1,945,198,46,205,0.91723,-1,-1,-1
3,-1,1026,157,33,140,0.918867,-1,-1,-1
3,-1,801,386,100,429,0.940916,-1,-1,-1
4,-1,1026,157,33,139,0.91138,-1,-1,-1
4,-1,946,199,45,204,0.918258,-1,-1,-1
4,-1,798,387,103,427,0.936062,-1,-1,-1
5,-1,1028,157,30,139,0.888834,-1,-1,-1
5,-1,946,199,46,203,0.916576,-1,-1,-1
5,-1,792,388,107,425,0.925188,-1,-1,-1
6,-1,1028,157,30,139,0.863458,-1,-1,-1
6,-1,945,198,49,205,0.896612,-1,-1,-1
6,-1,783,390,110,422,0.910893,-1,-1,-1
7,-1,1026,156,32,139,0.877838,-1,-1,-1
7,-1,940,198,57,204,0.902303,-1,-1,-1
7,-1,776,390,113,426,0.923726,-1,-1,-1
8,-1,1024,157,33,138,0.889945,-1,-1,-1
8,-1,935,199,67,202,0.921283,-1,-1,-1
8,-1,769,392,116,429,0.92382,-1,-1,-1
9,-1,1020,156,36,138,0.873409,-1,-1,-1
9,-1,762,394,119,431,0.907762,-1,-1,-1
9,-1,934,200,70,201,0.924849,-1,-1,-1
10,-1,1012,156,43,137,0.897123,-1,-1,-1
10,-1,745,396,132,435,0.90571,-1,-1,-1
10,-1,937,201,69,200,0.920676,-1,-1,-1
11,-1,1011,155,44,138,0.90654,-1,-1,-1
11,-1,941,201,67,201,0.921614,-1,-1,-1
11,-1,738,398,136,438,0.925609,-1,-1,-1
12,-1,1009,156,46,136,0.920556,-1,-1,-1
12,-1,945,202,64,201,0.921914,-1,-1,-1
12,-1,730,402,143,436,0.930938,-1,-1,-1
13,-1,1011,156,44,135,0.917187,-1,-1,-1
13,-1,730,404,140,439,0.938844,-1,-1,-1
13,-1,949,203,62,202,0.94301,-1,-1,-1
14,-1,1013,155,41,136,0.913639,-1,-1,-1
14,-1,727,407,139,445,0.946595,-1,-1,-1
14,-1,950,203,62,205,0.947828,-1,-1,-1
